DER_TYPE,DER_INSTR,DER_RISK,DER_REP_CTY,DER_SECTOR_CPY,DER_CPC,DER_SECTOR_UDL,DER_CURR_LEG1,DER_CURR_LEG2,DER_ISSUE_MAT,DER_RATING,DER_EX_METHOD,DER_BASIS,AVAILABILITY,COLLECTION,TIME_PERIOD,OBS_VALUE
Q,R,B,5J,Z,5J,A,TO1,JPY,A,A,3,A,K,S,2021-S2,749.329
Q,R,B,5J,Z,5J,A,TO1,JPY,A,A,3,A,K,S,2022-S1,740.589
A,T,E,5J,B,US,A,TO1,TO1,A,A,3,A,K,S,2021-S2,256011.99
A,T,E,5J,B,US,A,TO1,TO1,A,A,3,A,K,S,2022-S1,311073.062
D,A,B,5J,U,5J,A,TO1,USD,A,A,3,C,K,S,2021-S2,327118.308
D,A,B,5J,U,5J,A,TO1,USD,A,A,3,C,K,S,2022-S1,665737.661
S,V,T,5J,B,5J,A,TO1,TO1,A,H,3,A,K,E,2021-S2,165778.0
S,V,T,5J,B,5J,A,TO1,TO1,A,H,3,A,K,E,2022-S1,154563.0
A,C,B,5J,K,5J,A,TO1,JPY,A,A,3,C,K,S,2021-S2,2559.283
A,C,B,5J,K,5J,A,TO1,JPY,A,A,3,C,K,S,2022-S1,6928.473
D,N,D,5J,A,5J,A,TO1,CAD,A,A,3,C,K,S,2021-S2,130314.185
D,N,D,5J,A,5J,A,TO1,CAD,A,A,3,C,K,S,2022-S1,352545.051
Q,R,D,5J,A,5J,A,TO1,CHF,A,A,3,A,K,S,2021-S2,2057.106
Q,R,D,5J,A,5J,A,TO1,CHF,A,A,3,A,K,S,2022-S1,1866.403
T,U,T,5J,C,5J,K,TO1,TO1,A,A,3,A,K,S,2021-S2,58912.0
T,U,T,5J,C,5J,K,TO1,TO1,A,A,3,A,K,S,2022-S1,45108.0
D,S,B,5J,B,5J,A,TO1,EUR,A,A,3,A,K,S,2021-S2,20803.717
D,S,B,5J,B,5J,A,TO1,EUR,A,A,3,A,K,S,2022-S1,38359.278
A,A,B,5J,C,5J,A,TO1,TO1,F,A,3,C,K,S,2021-S2,2521037.902
A,A,B,5J,C,5J,A,TO1,TO1,F,A,3,C,K,S,2022-S1,2475045.547
D,M,D,5J,B,5J,A,USD,TO1,A,A,3,C,K,S,2021-S2,4421.56
D,M,D,5J,B,5J,A,USD,TO1,A,A,3,C,K,S,2022-S1,3321.748
A,M,D,5J,B,5J,A,GBP,TO1,A,A,3,C,K,S,2021-S2,1700.43
A,M,D,5J,B,5J,A,GBP,TO1,A,A,3,C,K,S,2022-S1,1031.0
A,R,E,5J,K,5P,A,TO1,TO1,A,A,3,C,K,S,2021-S2,493.346
A,R,E,5J,K,5P,A,TO1,TO1,A,A,3,C,K,S,2022-S1,978.178
A,A,B,5J,U,5J,A,CHF,TO1,A,A,3,C,K,S,2021-S2,531191.753
A,A,B,5J,U,5J,A,CHF,TO1,A,A,3,C,K,S,2022-S1,562043.835
A,T,D,5J,A,5J,A,USD,TO1,A,A,3,A,K,S,2021-S2,13693837.835
A,T,D,5J,A,5J,A,USD,TO1,A,A,3,A,K,S,2022-S1,14409367.437
D,R,B,5J,C,5J,A,TO1,CHF,A,A,3,C,K,S,2021-S2,2722.91
D,R,B,5J,C,5J,A,TO1,CHF,A,A,3,C,K,S,2022-S1,4027.454
D,R,E,5J,U,5P,A,TO1,TO1,A,A,3,C,K,S,2021-S2,5191.011
D,R,E,5J,U,5P,A,TO1,TO1,A,A,3,C,K,S,2022-S1,4923.346
Q,C,B,5J,Z,5J,A,TO1,JPY,A,A,3,A,K,S,2021-S2,528.907
Q,C,B,5J,Z,5J,A,TO1,JPY,A,A,3,A,K,S,2022-S1,513.447
H,U,T,5J,U,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,3290.0
H,U,T,5J,U,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,5013.0
A,D,B,5J,A,5J,A,TO1,JPY,A,A,3,C,K,S,2021-S2,8996879.637
A,D,B,5J,A,5J,A,TO1,JPY,A,A,3,C,K,S,2022-S1,8590312.406
D,M,D,5J,B,5J,A,TO1,CAD,A,A,3,C,K,S,2021-S2,32.049
D,M,D,5J,B,5J,A,TO1,CAD,A,A,3,C,K,S,2022-S1,30.133
D,T,D,5J,A,5J,A,GBP,TO1,A,A,3,A,K,S,2021-S2,44441.691
D,T,D,5J,A,5J,A,GBP,TO1,A,A,3,A,K,S,2022-S1,33091.491
A,N,D,5J,U,5J,A,TO1,USD,A,A,3,C,K,S,2021-S2,2796543.715
A,N,D,5J,U,5J,A,TO1,USD,A,A,3,C,K,S,2022-S1,2944152.768
D,I,B,5J,A,5J,A,TO1,JPY,A,A,3,C,K,S,2021-S2,147442.464
D,I,B,5J,A,5J,A,TO1,JPY,A,A,3,C,K,S,2022-S1,273056.252
D,L,D,5J,K,5J,A,CHF,TO1,A,A,3,C,K,S,2021-S2,35521.341
D,L,D,5J,K,5J,A,CHF,TO1,A,A,3,C,K,S,2022-S1,60249.009
A,I,B,5J,B,5J,A,JPY,TO1,A,A,3,C,K,S,2021-S2,2736836.926
A,I,B,5J,B,5J,A,JPY,TO1,A,A,3,C,K,S,2022-S1,2718164.105
D,R,D,5J,K,5J,A,TO1,GBP,A,A,3,C,K,S,2021-S2,
D,R,D,5J,K,5J,A,TO1,GBP,A,A,3,C,K,S,2022-S1,0.146
A,A,B,5J,A,5J,A,TO1,CAD,A,A,3,C,K,S,2021-S2,5950950.623
A,A,B,5J,A,5J,A,TO1,CAD,A,A,3,C,K,S,2022-S1,6161465.305
D,L,D,5J,U,5J,A,TO1,EUR,A,A,3,C,K,S,2021-S2,220099.488
D,L,D,5J,U,5J,A,TO1,EUR,A,A,3,C,K,S,2022-S1,216914.373
A,U,T,5J,M,5J,B,TO1,TO1,A,A,3,C,K,S,2021-S2,21644.156
A,U,T,5J,M,5J,B,TO1,TO1,A,A,3,C,K,S,2022-S1,26362.64
S,V,T,5J,Z,5J,A,TO1,TO1,A,D,3,A,K,E,2021-S2,137585.0
S,V,T,5J,Z,5J,A,TO1,TO1,A,D,3,A,K,E,2022-S1,146295.0
A,R,E,5J,B,5J,A,TO1,TO1,D,A,3,C,K,S,2021-S2,289544.691
A,R,E,5J,B,5J,A,TO1,TO1,D,A,3,C,K,S,2022-S1,403440.26
T,V,T,5J,M,5J,A,TO1,TO1,A,B,3,A,K,S,2021-S2,12408.0
T,V,T,5J,M,5J,A,TO1,TO1,A,B,3,A,K,S,2022-S1,12653.0
A,S,D,5J,B,5J,A,TO1,CHF,A,A,3,A,K,S,2021-S2,5519.263
A,S,D,5J,B,5J,A,TO1,CHF,A,A,3,A,K,S,2022-S1,4484.212
D,C,E,5J,U,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,90957.065
D,C,E,5J,U,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,84267.418
Q,R,B,5J,A,5J,A,CHF,TO1,A,A,3,A,K,S,2021-S2,1102.403
Q,R,B,5J,A,5J,A,CHF,TO1,A,A,3,A,K,S,2022-S1,928.856
A,A,D,5J,K,5J,A,TO1,SEK,A,A,3,C,K,S,2021-S2,5040101.965
A,A,D,5J,K,5J,A,TO1,SEK,A,A,3,C,K,S,2022-S1,5089299.949
S,W,T,5J,A,5J,A,TO1,TO1,U,A,3,A,K,E,2021-S2,337713.0
S,W,T,5J,A,5J,A,TO1,TO1,U,A,3,A,K,E,2022-S1,321008.0
T,W,T,5J,L,5J,F,TO1,TO1,A,A,3,A,K,S,2021-S2,22001.0
T,W,T,5J,L,5J,F,TO1,TO1,A,A,3,A,K,S,2022-S1,26179.0
D,C,E,5J,B,US,A,TO1,TO1,A,A,3,C,K,S,2021-S2,9204.752
D,C,E,5J,B,US,A,TO1,TO1,A,A,3,C,K,S,2022-S1,7436.872
A,A,B,5J,K,5J,A,TO1,GBP,A,A,3,C,K,S,2021-S2,20138.52
A,A,B,5J,K,5J,A,TO1,GBP,A,A,3,C,K,S,2022-S1,18071.801
S,U,T,5J,N,5J,G,TO1,TO1,A,A,3,A,K,E,2021-S2,16672.0
S,U,T,5J,N,5J,G,TO1,TO1,A,A,3,A,K,E,2022-S1,14313.0
D,A,D,5J,B,5J,A,USD,TO1,A,A,3,C,K,S,2021-S2,393759.984
D,A,D,5J,B,5J,A,USD,TO1,A,A,3,C,K,S,2022-S1,363139.63
S,W,T,5J,L,5J,F,TO1,TO1,A,A,3,A,K,E,2021-S2,29209.0
S,W,T,5J,L,5J,F,TO1,TO1,A,A,3,A,K,E,2022-S1,28440.0
A,A,T,5J,K,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,5504025.611
A,A,T,5J,K,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,6207532.875
D,S,D,5J,U,5J,A,JPY,TO1,A,A,3,A,K,S,2021-S2,89.29
D,S,D,5J,U,5J,A,JPY,TO1,A,A,3,A,K,S,2022-S1,154.506
D,R,B,5J,B,5J,A,JPY,TO1,A,A,3,C,K,S,2021-S2,26280.022
D,R,B,5J,B,5J,A,JPY,TO1,A,A,3,C,K,S,2022-S1,47704.74
T,U,T,5J,N,5J,G,TO1,TO1,A,A,3,A,K,S,2021-S2,3969.0
T,U,T,5J,N,5J,G,TO1,TO1,A,A,3,A,K,S,2022-S1,5125.0
D,R,B,5J,K,5J,A,TO1,CHF,A,A,3,C,K,S,2021-S2,17.841
D,R,B,5J,K,5J,A,TO1,CHF,A,A,3,C,K,S,2022-S1,77.804
A,L,D,5J,B,5J,A,SEK,TO1,A,A,3,C,K,S,2021-S2,31739.793
A,L,D,5J,B,5J,A,SEK,TO1,A,A,3,C,K,S,2022-S1,28263.066
A,N,D,5J,K,5J,A,CHF,TO1,A,A,3,C,K,S,2021-S2,4510470.289
A,N,D,5J,K,5J,A,CHF,TO1,A,A,3,C,K,S,2022-S1,2669705.487
D,R,D,5J,B,5J,A,TO1,JPY,A,A,3,C,K,S,2021-S2,8755.491
D,R,D,5J,B,5J,A,TO1,JPY,A,A,3,C,K,S,2022-S1,9926.762
D,S,D,5J,U,5J,A,TO1,CAD,A,A,3,A,K,S,2021-S2,32.628
D,S,D,5J,U,5J,A,TO1,CAD,A,A,3,A,K,S,2022-S1,132.362
A,L,D,5J,C,5J,A,TO1,TO1,D,A,3,C,K,S,2021-S2,142863507.522
A,L,D,5J,C,5J,A,TO1,TO1,D,A,3,C,K,S,2022-S1,148478756.013
S,W,T,5J,Z,5J,A,TO1,TO1,A,Z,3,A,K,E,2021-S2,839114.0
S,W,T,5J,Z,5J,A,TO1,TO1,A,Z,3,A,K,E,2022-S1,750784.0
A,A,E,5J,K,5U,A,TO1,TO1,A,A,3,C,K,S,2021-S2,1340.132
A,A,E,5J,K,5U,A,TO1,TO1,A,A,3,C,K,S,2022-S1,1303.928
T,U,T,5J,Z,5J,M,TO1,TO1,A,A,3,A,K,S,2021-S2,19518.0
T,U,T,5J,Z,5J,M,TO1,TO1,A,A,3,A,K,S,2022-S1,23292.0
A,S,D,5J,B,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,17889993.667
A,S,D,5J,B,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,19145498.515
A,W,T,5J,A,5J,F,TO1,TO1,A,A,3,C,K,S,2021-S2,847032.0
A,W,T,5J,A,5J,F,TO1,TO1,A,A,3,C,K,S,2022-S1,894583.5
D,S,D,5J,K,5J,A,CHF,TO1,A,A,3,A,K,S,2021-S2,
D,S,D,5J,K,5J,A,CHF,TO1,A,A,3,A,K,S,2022-S1,0.0
F,U,T,5J,N,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,953.0
F,U,T,5J,N,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,889.0
A,W,T,5J,U,5J,A,TO1,TO1,A,Z,3,C,K,S,2021-S2,13388.0
A,W,T,5J,U,5J,A,TO1,TO1,A,Z,3,C,K,S,2022-S1,19684.0
Q,N,D,5J,B,5J,A,TO1,USD,A,A,3,A,K,S,2021-S2,1082.322
Q,N,D,5J,B,5J,A,TO1,USD,A,A,3,A,K,S,2022-S1,1672.788
A,A,B,5J,C,5J,A,SEK,TO1,A,A,3,C,K,S,2021-S2,1085855.432
A,A,B,5J,C,5J,A,SEK,TO1,A,A,3,C,K,S,2022-S1,1069497.784
S,X,T,5J,U,5J,A,TO1,TO1,A,A,3,A,K,E,2021-S2,18397.0
S,X,T,5J,U,5J,A,TO1,TO1,A,A,3,A,K,E,2022-S1,21581.0
A,U,T,5J,B,5J,A,TO1,TO1,A,F,3,C,K,S,2021-S2,571343.5
A,U,T,5J,B,5J,A,TO1,TO1,A,F,3,C,K,S,2022-S1,552541.5
D,R,B,5J,U,5J,A,TO1,JPY,A,A,3,C,K,S,2021-S2,5551.426
D,R,B,5J,U,5J,A,TO1,JPY,A,A,3,C,K,S,2022-S1,9677.694
A,U,T,5J,P,5J,C,TO1,TO1,A,A,3,C,K,S,2021-S2,595652.563
A,U,T,5J,P,5J,C,TO1,TO1,A,A,3,C,K,S,2022-S1,407330.639
A,T,D,5J,A,5J,A,TO1,CAD,A,A,3,A,K,S,2021-S2,27933.476
A,T,D,5J,A,5J,A,TO1,CAD,A,A,3,A,K,S,2022-S1,20769.15
A,C,E,5J,K,5J,A,TO1,TO1,U,A,3,C,K,S,2021-S2,13912.8
A,C,E,5J,K,5J,A,TO1,TO1,U,A,3,C,K,S,2022-S1,25232.916
A,W,T,5J,P,5J,G,TO1,TO1,A,A,3,C,K,S,2021-S2,66211.0
A,W,T,5J,P,5J,G,TO1,TO1,A,A,3,C,K,S,2022-S1,47746.0
D,N,D,5J,A,5J,A,JPY,TO1,A,A,3,C,K,S,2021-S2,285359.924
D,N,D,5J,A,5J,A,JPY,TO1,A,A,3,C,K,S,2022-S1,264876.012
A,S,D,5J,K,5J,A,TO1,EUR,A,A,3,A,K,S,2021-S2,2955.0
A,S,D,5J,K,5J,A,TO1,EUR,A,A,3,A,K,S,2022-S1,2453.0
S,W,T,5J,K,5J,A,TO1,TO1,A,B,3,A,K,E,2021-S2,771985.0
S,W,T,5J,K,5J,A,TO1,TO1,A,B,3,A,K,E,2022-S1,888520.0
A,L,D,5J,C,5J,A,TO1,JPY,A,A,3,C,K,S,2021-S2,33170176.3
A,L,D,5J,C,5J,A,TO1,JPY,A,A,3,C,K,S,2022-S1,20386583.419
T,V,T,5J,Z,5J,G,TO1,TO1,A,A,3,A,K,S,2021-S2,639910.0
T,V,T,5J,Z,5J,G,TO1,TO1,A,A,3,A,K,S,2022-S1,649116.0
T,W,T,5J,M,5J,K,TO1,TO1,A,A,3,A,K,S,2021-S2,260.0
T,W,T,5J,M,5J,K,TO1,TO1,A,A,3,A,K,S,2022-S1,956.0
D,A,B,5J,A,5J,A,GBP,TO1,A,A,3,C,K,S,2021-S2,315242.553
D,A,B,5J,A,5J,A,GBP,TO1,A,A,3,C,K,S,2022-S1,477008.556
D,R,B,5J,C,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,62906.517
D,R,B,5J,C,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,107906.475
A,D,E,5J,A,5J,A,TO1,TO1,U,A,3,C,K,S,2021-S2,2503295.017
A,D,E,5J,A,5J,A,TO1,TO1,U,A,3,C,K,S,2022-S1,2287877.475
A,W,T,5J,P,5J,A,TO1,TO1,A,D,3,C,K,S,2021-S2,60138.0
A,W,T,5J,P,5J,A,TO1,TO1,A,D,3,C,K,S,2022-S1,19764.0
A,C,B,5J,C,5J,A,TO1,JPY,A,A,3,C,K,S,2021-S2,5860170.413
A,C,B,5J,C,5J,A,TO1,JPY,A,A,3,C,K,S,2022-S1,5386038.338
A,M,D,5J,A,5J,A,TO1,JPY,A,A,3,C,K,S,2021-S2,24909.903
A,M,D,5J,A,5J,A,TO1,JPY,A,A,3,C,K,S,2022-S1,31174.057
A,R,B,5J,B,5J,A,TO1,SEK,A,A,3,C,K,S,2021-S2,20754.047
A,R,B,5J,B,5J,A,TO1,SEK,A,A,3,C,K,S,2022-S1,32139.405
D,D,B,5J,B,5J,A,TO1,USD,A,A,3,C,K,S,2021-S2,411496.558
D,D,B,5J,B,5J,A,TO1,USD,A,A,3,C,K,S,2022-S1,716354.574
T,W,T,5J,K,5J,A,TO1,TO1,D,A,3,A,K,S,2021-S2,1489811.0
T,W,T,5J,K,5J,A,TO1,TO1,D,A,3,A,K,S,2022-S1,1697581.0
S,W,T,5J,Z,5J,G,TO1,TO1,A,A,3,A,K,E,2021-S2,313584.0
S,W,T,5J,Z,5J,G,TO1,TO1,A,A,3,A,K,E,2022-S1,281408.0
D,A,D,5J,B,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,1337193.013
D,A,D,5J,B,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,1103321.377
S,U,T,5J,M,5J,A,TO1,TO1,U,A,3,A,K,E,2021-S2,6479.0
S,U,T,5J,M,5J,A,TO1,TO1,U,A,3,A,K,E,2022-S1,9970.0
A,A,B,5J,A,5J,A,EUR,TO1,A,A,3,C,K,S,2021-S2,34326162.726
A,A,B,5J,A,5J,A,EUR,TO1,A,A,3,C,K,S,2022-S1,34479048.214
A,T,B,5J,U,5J,A,TO1,CAD,A,A,3,A,K,S,2021-S2,46947.787
A,T,B,5J,U,5J,A,TO1,CAD,A,A,3,A,K,S,2022-S1,54733.116
A,L,D,5J,A,5J,A,GBP,TO1,A,A,3,C,K,S,2021-S2,48442935.344
A,L,D,5J,A,5J,A,GBP,TO1,A,A,3,C,K,S,2022-S1,32850763.536
A,T,D,5J,A,5J,A,JPY,TO1,A,A,3,A,K,S,2021-S2,1005636.532
A,T,D,5J,A,5J,A,JPY,TO1,A,A,3,A,K,S,2022-S1,900417.39
A,V,T,5J,N,5J,G,TO1,TO1,A,A,3,C,K,S,2021-S2,18781.0
A,V,T,5J,N,5J,G,TO1,TO1,A,A,3,C,K,S,2022-S1,18299.0
T,V,T,5J,K,5J,A,TO1,TO1,A,F,3,A,K,S,2021-S2,640601.0
T,V,T,5J,K,5J,A,TO1,TO1,A,F,3,A,K,S,2022-S1,631320.0
A,D,B,5J,B,5J,A,TO1,CHF,A,A,3,C,K,S,2021-S2,1019561.682
A,D,B,5J,B,5J,A,TO1,CHF,A,A,3,C,K,S,2022-S1,1108096.835
A,M,D,5J,U,5J,A,TO1,GBP,A,A,3,C,K,S,2021-S2,1404.0
A,M,D,5J,U,5J,A,TO1,GBP,A,A,3,C,K,S,2022-S1,3062.0
D,A,D,5J,B,5J,A,TO1,SEK,A,A,3,C,K,S,2021-S2,2117.569
D,A,D,5J,B,5J,A,TO1,SEK,A,A,3,C,K,S,2022-S1,4084.096
S,W,T,5J,A,5J,A,TO1,TO1,A,D,3,A,K,E,2021-S2,144598.0
S,W,T,5J,A,5J,A,TO1,TO1,A,D,3,A,K,E,2022-S1,94458.0
D,I,B,5J,K,5J,A,TO1,SEK,A,A,3,C,K,S,2021-S2,0.956
D,I,B,5J,K,5J,A,TO1,SEK,A,A,3,C,K,S,2022-S1,1.209
D,S,D,5J,C,5J,A,SEK,TO1,A,A,3,A,K,S,2021-S2,393.067
D,S,D,5J,C,5J,A,SEK,TO1,A,A,3,A,K,S,2022-S1,1430.535
A,L,D,5J,A,5J,A,TO1,TO1,U,A,3,C,K,S,2021-S2,182522440.541
A,L,D,5J,A,5J,A,TO1,TO1,U,A,3,C,K,S,2022-S1,203237831.11
D,C,B,5J,C,5J,A,GBP,TO1,A,A,3,C,K,S,2021-S2,132165.226
D,C,B,5J,C,5J,A,GBP,TO1,A,A,3,C,K,S,2022-S1,222480.973
D,T,B,5J,C,5J,A,USD,TO1,A,A,3,A,K,S,2021-S2,23456.457
D,T,B,5J,C,5J,A,USD,TO1,A,A,3,A,K,S,2022-S1,41960.216
T,V,T,5J,O,5J,A,TO1,TO1,U,A,3,A,K,S,2021-S2,12004.0
T,V,T,5J,O,5J,A,TO1,TO1,U,A,3,A,K,S,2022-S1,13855.0
D,I,B,5J,B,5J,A,TO1,CHF,A,A,3,C,K,S,2021-S2,10431.955
D,I,B,5J,B,5J,A,TO1,CHF,A,A,3,C,K,S,2022-S1,17002.559
S,U,T,5J,Z,5J,C,TO1,TO1,A,A,3,A,K,E,2021-S2,3571116.653
S,U,T,5J,Z,5J,C,TO1,TO1,A,A,3,A,K,E,2022-S1,3769489.867
A,N,D,5J,U,5J,A,CAD,TO1,A,A,3,C,K,S,2021-S2,381201.456
A,N,D,5J,U,5J,A,CAD,TO1,A,A,3,C,K,S,2022-S1,344083.11
A,U,T,5J,A,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,8799764.194
A,U,T,5J,A,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,9315784.538
S,U,T,5J,A,5U,A,TO1,TO1,A,A,3,A,K,E,2021-S2,151562.0
S,U,T,5J,A,5U,A,TO1,TO1,A,A,3,A,K,E,2022-S1,167013.0
T,U,T,5J,C,5J,C,TO1,TO1,A,A,3,A,K,S,2021-S2,3179149.281
T,U,T,5J,C,5J,C,TO1,TO1,A,A,3,A,K,S,2022-S1,3465499.091
A,D,B,5J,K,5J,A,TO1,SEK,A,A,3,C,K,S,2021-S2,40.747
A,D,B,5J,K,5J,A,TO1,SEK,A,A,3,C,K,S,2022-S1,696.754
A,R,B,5J,B,5J,A,TO1,CHF,A,A,3,C,K,S,2021-S2,189316.844
A,R,B,5J,B,5J,A,TO1,CHF,A,A,3,C,K,S,2022-S1,264868.799
A,S,B,5J,C,5J,A,TO1,EUR,A,A,3,A,K,S,2021-S2,827232.559
A,S,B,5J,C,5J,A,TO1,EUR,A,A,3,A,K,S,2022-S1,942025.286
T,V,T,5J,Z,5J,A,TO1,TO1,A,Z,3,A,K,S,2021-S2,81070.0
T,V,T,5J,Z,5J,A,TO1,TO1,A,Z,3,A,K,S,2022-S1,129103.0
T,V,T,5J,B,5J,A,TO1,TO1,F,A,3,A,K,S,2021-S2,73946.0
T,V,T,5J,B,5J,A,TO1,TO1,F,A,3,A,K,S,2022-S1,68786.0
A,U,T,5J,M,5J,A,TO1,TO1,A,B,3,C,K,S,2021-S2,52512.0
A,U,T,5J,M,5J,A,TO1,TO1,A,B,3,C,K,S,2022-S1,54046.0
D,R,D,5J,A,5J,A,TO1,EUR,A,A,3,C,K,S,2021-S2,324529.185
D,R,D,5J,A,5J,A,TO1,EUR,A,A,3,C,K,S,2022-S1,330372.993
D,S,D,5J,K,5J,A,TO1,CHF,A,A,3,A,K,S,2021-S2,
D,S,D,5J,K,5J,A,TO1,CHF,A,A,3,A,K,S,2022-S1,0.0
T,V,T,5J,C,5J,A,TO1,TO1,A,Z,3,A,K,S,2021-S2,78799.0
T,V,T,5J,C,5J,A,TO1,TO1,A,Z,3,A,K,S,2022-S1,123572.0
D,M,D,5J,A,5J,A,TO1,USD,A,A,3,C,K,S,2021-S2,40588.023
D,M,D,5J,A,5J,A,TO1,USD,A,A,3,C,K,S,2022-S1,96761.191
A,S,E,5J,B,5K,A,TO1,TO1,A,A,3,A,K,S,2021-S2,284098.617
A,S,E,5J,B,5K,A,TO1,TO1,A,A,3,A,K,S,2022-S1,311610.674
A,V,T,5J,K,5J,A,TO1,TO1,A,H,3,C,K,S,2021-S2,374193.0
A,V,T,5J,K,5J,A,TO1,TO1,A,H,3,C,K,S,2022-S1,353701.0
A,A,B,5J,K,5J,A,CAD,TO1,A,A,3,C,K,S,2021-S2,414.955
A,A,B,5J,K,5J,A,CAD,TO1,A,A,3,C,K,S,2022-S1,2333.611
D,S,B,5J,A,5J,A,USD,TO1,A,A,3,A,K,S,2021-S2,99041.709
D,S,B,5J,A,5J,A,USD,TO1,A,A,3,A,K,S,2022-S1,178051.584
Q,D,E,5J,Z,5F,A,TO1,TO1,A,A,3,A,K,S,2021-S2,1614.928
Q,D,E,5J,Z,5F,A,TO1,TO1,A,A,3,A,K,S,2022-S1,1686.015
A,U,T,5J,K,5J,L,TO1,TO1,A,A,3,C,K,S,2021-S2,40959.0
A,U,T,5J,K,5J,L,TO1,TO1,A,A,3,C,K,S,2022-S1,11391.0
A,U,T,5J,P,5J,N,TO1,TO1,A,A,3,C,K,S,2021-S2,307156.0
A,U,T,5J,P,5J,N,TO1,TO1,A,A,3,C,K,S,2022-S1,143182.0
A,V,T,5J,M,5J,A,TO1,TO1,A,D,3,C,K,S,2021-S2,7373.0
A,V,T,5J,M,5J,A,TO1,TO1,A,D,3,C,K,S,2022-S1,6603.0
D,T,D,5J,U,5J,A,CAD,TO1,A,A,3,A,K,S,2021-S2,32.449
D,T,D,5J,U,5J,A,CAD,TO1,A,A,3,A,K,S,2022-S1,85.861
T,U,T,5J,K,5J,A,TO1,TO1,F,A,3,A,K,S,2021-S2,146244.0
T,U,T,5J,K,5J,A,TO1,TO1,F,A,3,A,K,S,2022-S1,146145.0
A,U,T,5J,N,5J,J,TO1,TO1,A,A,3,C,K,S,2021-S2,23377.0
A,U,T,5J,N,5J,J,TO1,TO1,A,A,3,C,K,S,2022-S1,25616.0
A,S,E,5J,U,5F,A,TO1,TO1,A,A,3,A,K,S,2021-S2,9942.368
A,S,E,5J,U,5F,A,TO1,TO1,A,A,3,A,K,S,2022-S1,22394.522
T,W,T,5J,C,5J,G,TO1,TO1,A,A,3,A,K,S,2021-S2,267732.0
T,W,T,5J,C,5J,G,TO1,TO1,A,A,3,A,K,S,2022-S1,295623.0
T,W,T,5J,Z,5J,F,TO1,TO1,A,A,3,A,K,S,2021-S2,369545.0
T,W,T,5J,Z,5J,F,TO1,TO1,A,A,3,A,K,S,2022-S1,387828.0
A,S,D,5J,B,5J,A,TO1,SEK,A,A,3,A,K,S,2021-S2,16108.453
A,S,D,5J,B,5J,A,TO1,SEK,A,A,3,A,K,S,2022-S1,7968.687
S,V,T,5J,Z,5J,A,TO1,TO1,U,A,3,A,K,E,2021-S2,250976.0
S,V,T,5J,Z,5J,A,TO1,TO1,U,A,3,A,K,E,2022-S1,255002.0
A,A,B,5J,A,5J,A,TO1,JPY,A,A,3,C,K,S,2021-S2,15531538.954
A,A,B,5J,A,5J,A,TO1,JPY,A,A,3,C,K,S,2022-S1,15486570.604
A,D,E,5J,C,5U,A,TO1,TO1,A,A,3,C,K,S,2021-S2,278235.086
A,D,E,5J,C,5U,A,TO1,TO1,A,A,3,C,K,S,2022-S1,204889.158
D,D,E,5J,K,5K,A,TO1,TO1,A,A,3,C,K,S,2021-S2,104.714
D,D,E,5J,K,5K,A,TO1,TO1,A,A,3,C,K,S,2022-S1,327.454
S,U,T,5J,K,5J,A,TO1,TO1,D,A,3,A,K,E,2021-S2,2295275.0
S,U,T,5J,K,5J,A,TO1,TO1,D,A,3,A,K,E,2022-S1,2450855.0
T,W,T,5J,O,5J,C,TO1,TO1,A,A,3,A,K,S,2021-S2,104781.0
T,W,T,5J,O,5J,C,TO1,TO1,A,A,3,A,K,S,2022-S1,101460.0
T,U,T,5J,M,5J,A,TO1,TO1,F,A,3,A,K,S,2021-S2,10912.0
T,U,T,5J,M,5J,A,TO1,TO1,F,A,3,A,K,S,2022-S1,12532.0
A,V,T,5J,Z,5J,A,TO1,TO1,A,B,3,C,K,S,2021-S2,1971543.0
A,V,T,5J,Z,5J,A,TO1,TO1,A,B,3,C,K,S,2022-S1,1951437.0
S,W,T,5J,K,5J,B,TO1,TO1,A,A,3,A,K,E,2021-S2,12709.209
S,W,T,5J,K,5J,B,TO1,TO1,A,A,3,A,K,E,2022-S1,16564.5
A,A,D,5J,K,5J,A,TO1,USD,A,A,3,C,K,S,2021-S2,127545360.95
A,A,D,5J,K,5J,A,TO1,USD,A,A,3,C,K,S,2022-S1,162024494.012
A,U,T,5J,M,5J,L,TO1,TO1,A,A,3,C,K,S,2021-S2,511.0
